danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
0.592,0.963,-3.109,0.0885,0.368,,0.751,0.276,130.009,edm
0.587,,-4.783,0.0525,0.00411,0.767,0.184,,124.053,edm
0.724,0.946,-4.22,0.122,0.037,,0.312,0.477,126.016,edm
0.77,,-3.299,0.142,0.0055,0.00155,0.703,0.716,,edm
0.668,0.867,,0.0487,0.0238,0.0,0.375,0.463,128.074,edm
0.785,0.867,-7.042,0.128,0.00506,0.0635,0.35,0.374,,edm
0.628,,,0.189,0.00105,0.477,0.321,0.212,150.123,edm
0.669,0.941,,0.0498,0.00119,,0.976,0.518,127.977,edm
0.619,0.917,,0.0685,0.00382,0.0117,0.32,0.28,,edm
0.523,0.843,-5.578,0.0793,0.000985,4.6e-05,0.62,0.0752,127.991,edm
0.598,0.839,-4.638,0.0451,0.00144,,0.214,0.0998,,edm
0.63,0.987,,0.134,0.0814,0.675,0.361,,127.989,edm
0.656,0.897,-3.301,0.0669,0.00495,0.581,0.0888,0.148,,edm
0.637,0.981,-2.13,0.068,0.00353,0.701,0.188,0.0633,126.055,edm
0.713,,-3.538,0.168,,0.00124,0.628,,124.977,edm
,0.976,-3.464,0.17,0.0433,0.0373,0.381,0.427,128.001,edm
,,-6.549,0.17,0.0124,,0.254,0.389,126.076,edm
0.617,0.979,-4.981,0.0679,0.00115,0.767,0.38,0.0926,130.02,edm
0.626,,,0.0725,0.00152,0.105,0.389,0.35,126.052,edm
0.725,0.943,-4.861,0.0826,0.000363,0.632,0.394,0.315,,edm
0.485,0.948,-3.293,0.0638,0.0531,0.0511,0.266,0.571,124.764,edm
,0.958,,0.0758,0.0196,,0.372,0.193,127.969,edm
,,-1.338,0.104,0.0645,0.779,,,,edm
0.714,0.996,,0.0758,0.00225,0.0935,0.298,,125.992,edm
0.587,,-3.861,,0.00208,,0.331,0.316,126.056,edm
0.566,0.96,-5.145,0.105,0.00223,0.715,0.327,0.201,127.972,edm
0.668,0.936,-5.217,0.0575,0.00175,0.164,0.367,,125.987,edm
0.641,0.935,,0.0612,0.0272,0.00432,0.117,0.307,127.969,edm
,0.95,,0.0579,0.00114,0.166,0.0891,,127.99,edm
0.729,0.947,-3.103,0.0458,0.211,0.822,0.367,0.209,,edm
0.689,0.913,-2.944,0.0362,0.00612,0.0552,0.0562,0.076,127.974,edm
0.631,0.939,-4.21,0.0363,0.000351,,0.955,0.452,,edm
0.565,0.957,-4.167,0.0723,0.00923,,0.293,,,edm
0.276,0.975,-3.686,0.293,0.00437,0.918,0.365,,,edm
0.691,0.816,,0.0973,0.00203,0.0162,0.194,0.487,128.025,edm
0.674,0.956,,0.0559,0.000885,0.599,0.071,0.107,128.034,edm
0.385,,-4.332,0.194,0.00158,,0.109,0.247,130.103,edm
0.567,,-2.688,0.272,0.000465,0.00646,0.217,0.0999,128.023,edm
,0.849,-5.98,0.335,,,0.37,0.455,128.004,edm
,0.725,-7.212,0.042,0.00358,0.857,0.0872,0.117,127.993,edm
0.614,,-5.677,,0.00104,,0.179,0.135,124.997,edm
0.547,,-3.956,0.258,0.00481,,0.419,0.166,132.106,edm
0.616,0.983,-3.947,0.0882,0.00689,0.838,0.087,0.131,128.033,edm
0.572,0.969,-4.323,0.121,0.00107,0.206,0.358,0.255,132.011,edm
0.612,0.926,-3.952,0.0546,0.00131,,0.238,0.145,,edm
0.629,0.886,-3.661,0.0589,0.00484,0.814,0.1,,128.003,edm
0.55,0.816,,0.0415,0.0014,0.00117,0.277,,129.923,edm
0.677,0.911,,0.0799,0.0034,0.847,0.314,0.265,128.04,edm
0.647,,-4.785,0.0573,0.0209,0.806,0.367,,,edm
0.702,,,0.0935,0.00137,0.218,0.0655,,128.006,edm
0.583,,,0.0345,0.00398,0.0363,0.111,0.146,129.991,edm
0.705,0.951,-3.754,0.0743,0.0113,0.503,0.346,0.153,129.967,edm
0.805,0.968,-3.909,0.227,0.00707,0.00091,0.368,0.211,127.984,edm
0.486,,,0.055,0.000767,0.000544,0.253,,130.095,edm
0.608,0.888,-3.192,0.0351,0.0028,,0.153,0.251,127.938,edm
0.575,,-5.972,0.0356,0.00406,0.000449,0.111,0.377,,edm
0.534,0.711,-5.927,0.0368,0.05,,0.135,0.3,128.102,edm
0.504,,-6.81,0.0442,0.00434,,0.816,0.28,127.854,edm
,,-5.976,0.0341,0.0145,0.944,0.0906,,128.067,edm
0.513,,-4.048,0.0628,0.00543,0.816,0.0592,0.145,,edm
0.573,,-5.167,,0.00289,0.00119,,0.153,128.013,edm
0.488,0.841,-5.51,0.04,0.00197,0.127,0.801,,128.071,edm
0.536,0.972,-2.387,0.0737,0.000169,0.801,0.149,0.431,128.02,edm
0.667,,-5.722,0.0334,0.00856,0.865,0.197,0.292,128.052,edm
0.676,0.865,-6.381,0.0389,0.00105,,0.382,0.0372,128.006,edm
0.673,,,0.0887,0.000203,0.794,0.0442,0.285,127.983,edm
0.601,0.785,-4.761,0.0332,0.00902,0.92,0.0939,,127.981,edm
,,-5.098,0.0707,0.00835,0.715,0.513,0.23,,edm
0.613,,-2.866,,0.000411,0.873,0.34,0.118,130.009,edm
0.677,,-4.53,0.043,0.0012,0.00761,0.0896,0.185,128.004,edm
0.594,0.834,-3.398,0.0963,0.0998,0.0,,0.473,127.935,edm
0.582,0.979,-2.492,0.0714,0.125,0.00152,0.339,0.196,128.01,edm
0.641,,,0.0546,0.00414,0.0116,0.11,0.152,128.013,edm
0.626,,,0.0687,,0.0024,0.685,0.668,128.009,edm
0.757,,-5.109,0.146,0.000921,,,0.258,128.009,edm
0.521,0.728,-5.005,0.0501,,1.53e-05,,0.32,128.07,edm
0.466,,-4.405,0.185,0.00948,0.356,0.154,0.37,127.863,edm
0.262,,-3.409,0.0867,0.0139,0.833,0.233,0.141,191.983,edm
0.585,0.969,,0.0935,0.00148,0.767,0.184,0.0661,128.025,edm
0.587,,-4.655,0.0419,0.000211,0.942,0.104,0.187,127.982,edm
0.564,0.874,-2.973,,0.0423,0.0901,0.105,0.402,,edm
0.614,,,0.088,0.00125,0.0186,0.328,0.411,127.966,edm
0.596,,,0.0515,0.0743,0.00168,0.128,,144.981,edm
0.347,0.772,,,0.0597,0.0333,0.115,0.035,192.118,edm
0.652,0.822,-4.579,0.0415,0.00185,,0.0635,0.101,127.996,edm
0.865,,-4.21,0.126,0.00338,0.833,0.047,0.174,127.988,edm
,,,0.0753,0.00553,0.0346,0.355,0.405,132.013,edm
0.431,0.877,-5.677,0.121,0.041,0.00128,0.126,0.484,,edm
0.525,,-5.428,0.0576,0.00543,0.000102,0.217,0.2,129.979,edm
0.559,0.815,,0.0445,0.00363,0.0719,0.668,0.209,,edm
0.331,0.919,-4.707,0.452,0.0367,0.000759,0.124,0.389,191.112,edm
0.448,0.856,,0.0537,0.0211,2e-05,0.2,0.511,127.977,edm
0.52,0.958,-2.671,0.474,0.00407,0.169,0.164,0.256,127.907,edm
,0.927,-3.282,0.136,0.048,0.687,0.0864,0.35,128.016,edm
0.644,,-4.735,,0.000384,0.0609,0.154,0.0813,,edm
0.485,0.853,-3.192,0.0423,0.0057,0.00155,0.0842,0.304,130.054,edm
0.456,,,0.0737,0.000263,0.899,,0.084,128.078,edm
0.591,0.931,-2.867,,0.00763,0.000216,0.153,0.17,129.975,edm
0.56,0.886,,0.0321,0.000643,0.000137,0.133,0.23,144.982,edm
0.539,0.825,-3.972,0.0678,0.0234,,0.172,0.233,127.95,edm
0.554,0.884,-3.548,,0.04,0.000225,0.132,,,edm
0.658,0.835,-3.811,0.0412,0.00179,,0.102,0.403,127.955,edm
0.63,,-3.58,0.0798,0.0309,5.32e-05,0.384,0.386,127.987,edm
,0.975,,,0.0375,0.562,,0.0784,129.978,edm
0.603,0.903,-1.539,0.0709,0.0377,,0.629,,127.944,edm
0.704,,-3.503,0.0876,0.00425,0.174,0.124,0.155,128.026,edm
0.574,0.903,-4.938,,0.00083,,0.123,0.191,127.955,edm
0.635,0.868,-5.688,0.057,0.000381,0.717,0.0606,0.0833,127.962,edm
0.694,0.9,-5.245,0.0456,0.0984,,0.473,0.294,127.995,edm
0.584,,-4.492,0.0379,0.0104,0.516,0.175,,128.003,edm
0.739,0.953,,0.133,0.00801,,0.0623,0.516,127.987,edm
0.718,0.977,-3.09,0.125,0.000425,0.435,0.0932,0.311,128.001,edm
0.662,,-1.02,0.0448,0.014,0.0808,0.319,0.309,,edm
0.655,0.924,,0.0902,0.0141,0.829,0.281,0.101,127.966,edm
0.663,0.828,-6.185,0.0521,0.0423,,0.0657,0.569,,edm
0.623,0.998,-1.436,0.0364,0.0342,0.853,0.862,0.679,127.988,edm
0.669,0.949,,0.0452,0.0225,0.901,0.188,,128.015,edm
0.747,0.882,-3.317,0.0543,0.000322,0.218,0.351,0.308,,edm
,,-0.959,0.074,0.000269,0.00202,0.0859,,128.14,edm
,,-3.441,0.0477,0.0146,0.373,,0.31,128.03,edm
0.88,0.821,-2.545,0.118,0.0197,0.661,0.234,0.575,127.907,edm
0.77,,,0.0696,0.00465,0.115,0.122,0.186,,edm
0.384,0.886,-6.349,0.0591,0.000768,0.0561,,0.122,127.993,edm
0.403,,-2.651,0.267,0.0242,1.82e-05,0.067,0.0988,127.478,edm
0.568,0.914,-3.655,0.0529,0.00297,0.000102,0.223,0.479,128.078,edm
0.584,0.898,-4.884,0.216,0.0259,0.331,,,127.97,edm
0.574,0.943,-4.162,0.0576,0.00304,0.669,0.0526,,131.988,edm
0.614,0.922,-3.257,,0.169,0.00664,0.197,0.615,126.025,edm
0.593,0.613,,0.0493,0.162,6.06e-06,0.116,0.559,127.811,edm
0.659,0.875,-4.337,0.243,0.011,4.15e-05,0.267,,128.252,edm
0.579,0.74,-9.111,0.184,0.0248,3.13e-05,0.0681,0.285,103.67,edm
0.424,0.694,-4.912,0.0386,0.0573,0.000937,0.133,,,edm
0.656,,,0.0584,0.00207,0.874,0.117,0.119,,edm
0.676,,-5.246,0.066,0.0104,0.895,0.223,0.313,126.058,edm
0.893,0.74,-2.948,0.114,0.00179,,0.0734,0.644,127.978,edm
0.902,,-3.23,0.145,0.00762,0.153,0.357,0.479,128.017,edm
0.435,,-4.999,0.0599,0.128,0.0,0.253,0.346,,edm
0.647,,-3.548,0.0372,0.0635,0.0,0.188,,127.992,edm
0.682,0.988,,0.08,0.0057,0.585,0.332,0.267,128.009,edm
,,,0.0659,0.0284,0.138,,0.669,125.981,edm
0.603,,-6.234,0.162,0.0536,8.27e-05,0.454,0.534,,edm
0.583,0.952,-6.113,0.0568,0.00141,0.00204,0.324,0.119,138.003,edm
0.593,,-4.018,0.156,0.0158,0.462,0.205,0.172,137.789,edm
0.638,,,,0.0371,0.00246,0.188,0.118,128.059,edm
0.733,0.917,-3.366,0.112,0.0131,0.00012,0.137,0.721,,edm
0.678,0.915,,0.0309,0.0012,0.292,,0.119,124.962,edm
0.804,0.681,-10.055,0.0855,4.61e-05,,0.0387,0.808,124.996,edm
0.497,,-3.791,0.0322,0.00716,0.0,0.614,0.226,126.071,edm
0.732,0.817,,0.147,0.018,0.000766,0.478,0.332,126.064,edm
0.748,,-3.592,0.427,0.0357,0.528,0.634,0.282,129.984,edm
0.704,,-1.964,0.044,0.0109,1.17e-06,0.374,,126.025,edm
0.558,0.926,-3.026,,0.0117,0.000243,0.091,0.37,127.856,edm
0.561,0.852,-7.186,0.0432,0.012,0.000378,0.294,,127.93,edm
0.4,0.798,-5.385,0.061,0.0171,0.691,0.0551,0.2,125.943,edm
0.74,0.802,,0.0531,0.0112,0.000385,0.187,0.502,123.987,edm
,0.82,,0.0558,0.121,0.0,0.0771,,128.096,edm
0.766,,-2.405,0.0617,0.00271,0.744,0.667,0.76,,edm
0.485,,-8.909,0.0454,0.0126,0.0468,0.383,,124.936,edm
0.638,0.74,-5.244,0.0679,0.00498,,0.423,,128.042,edm
0.708,,-5.694,0.0646,0.00365,0.581,0.0806,,130.009,edm
0.689,0.875,-5.38,0.0645,0.176,0.0,,0.566,125.941,edm
,0.982,,0.0337,0.00349,0.48,0.124,,127.994,edm
0.657,,-3.842,0.0437,0.171,,0.318,0.794,125.983,edm
0.805,0.895,,0.109,0.00159,0.124,0.44,0.196,126.042,edm
0.689,0.956,,0.101,0.0663,0.176,0.393,0.401,128.088,edm
0.421,0.804,-6.36,0.068,0.0131,,0.634,0.0387,125.936,edm
0.567,,-5.087,0.0388,0.0213,0.302,0.101,0.267,,edm
0.688,,,0.243,0.00425,0.184,0.902,0.0646,127.943,edm
,0.81,-4.868,0.335,0.00103,0.00186,0.33,,126.225,edm
0.587,0.75,-4.022,0.0342,0.0352,1.86e-06,,0.234,128.016,edm
0.643,0.959,-4.332,0.226,0.00658,0.244,0.293,0.154,128.036,edm
0.606,0.805,-5.316,0.0378,0.0278,,0.111,0.588,126.0,edm
0.779,0.756,-4.669,0.0887,0.215,2.48e-06,0.333,0.795,125.988,edm
0.574,0.94,-4.508,0.0495,0.00315,0.623,0.15,0.221,,edm
,0.979,-1.817,0.0663,0.184,0.624,0.326,0.935,127.922,edm
0.66,,-3.039,0.239,0.0062,0.0441,0.187,0.493,145.096,edm
0.709,0.814,,0.0466,0.106,,0.267,,126.027,edm
0.573,,,0.0542,0.0395,0.000519,,0.422,126.007,edm
0.714,0.828,,0.0598,0.00514,0.154,0.32,,124.034,edm
0.598,0.526,-8.659,0.0415,0.129,0.0,0.14,0.529,123.935,edm
0.631,,-3.634,0.0354,0.0581,0.0,,0.191,128.009,edm
0.687,,-4.612,0.247,0.0157,0.00687,0.698,0.477,,edm
0.736,0.983,-2.353,0.0517,0.00384,0.248,0.309,0.515,122.941,edm
0.572,0.934,-5.053,0.0446,0.00292,0.0198,0.105,0.204,125.948,edm
,0.776,,0.0617,0.0415,4.27e-06,0.236,0.466,121.99,edm
0.584,0.79,,0.0589,0.0455,0.0,0.213,,127.972,edm
0.696,,-4.934,0.0336,0.0173,0.000347,,0.187,120.002,edm
0.52,,-5.498,0.0391,0.101,0.0,0.0932,0.168,101.944,edm
0.575,0.71,-6.473,0.0372,0.0193,4.19e-05,0.0889,0.168,142.145,edm
0.56,,,0.0393,0.157,0.0,0.0595,0.521,,edm
0.762,0.998,-1.866,0.0931,0.046,0.803,0.33,0.0848,,edm
0.51,,-2.806,0.0398,0.00656,0.0,0.0862,0.166,127.945,edm
,0.812,,0.0567,0.202,0.0,0.265,0.534,120.155,edm
0.703,,-7.408,0.0611,0.229,3.02e-06,,,150.004,edm
0.751,,,0.0964,0.00504,0.00302,0.127,0.633,122.991,edm
0.817,0.776,,0.303,0.0453,0.0,0.158,0.718,124.03,edm
0.489,0.796,-7.567,0.234,0.0122,9.45e-06,0.148,0.63,88.923,edm
0.59,,-6.965,0.0534,0.0818,0.000128,0.208,,146.833,edm
,,,0.175,0.546,1.48e-06,0.532,0.557,99.118,edm
0.596,,-5.351,0.0321,0.177,2.7e-06,0.324,0.756,144.007,edm
0.81,0.541,-8.019,,0.175,0.0,0.0691,0.701,105.001,edm
0.813,0.937,-6.199,,0.00397,0.0427,0.3,0.714,,edm
0.649,,-3.542,0.045,0.00599,,0.379,0.482,128.01,edm
0.886,,-5.193,0.186,0.171,0.00016,0.372,,123.994,edm
0.702,0.722,-6.431,0.0283,0.403,,0.126,,,edm
0.656,0.896,-4.461,0.0936,0.00428,0.000137,0.192,0.506,128.026,edm
0.521,,-5.645,0.0443,0.00247,0.00108,0.115,0.115,125.986,edm
0.814,0.755,-8.523,0.0751,0.013,0.0026,,0.55,122.981,edm
,0.486,,0.0311,0.0129,0.0,0.111,0.368,128.038,edm
0.575,0.808,,0.0439,0.0446,0.0,0.0693,0.232,127.922,edm
0.679,,-3.754,0.0566,0.0337,0.0,0.0688,0.441,121.927,edm
0.72,0.741,-6.529,0.0287,0.101,1.41e-05,,0.357,,edm
0.808,0.648,-9.495,0.186,0.0893,0.000268,0.135,0.521,122.041,edm
0.805,0.918,-3.1,0.0324,0.0174,,0.0842,0.657,125.98,edm
0.717,0.784,-4.352,0.0527,0.00812,,0.116,,,edm
0.636,,,0.084,0.0921,0.000433,0.281,0.481,126.068,edm
0.768,0.769,-8.019,0.0655,0.039,0.00285,0.108,,126.014,edm
0.875,0.558,-6.164,,0.0532,2.14e-05,0.116,0.44,96.072,edm
0.702,,,0.0562,0.00715,4.56e-05,0.11,0.37,103.972,edm
0.675,0.931,,0.0742,0.0794,2.33e-05,,0.613,124.008,edm
,,-5.784,0.0407,0.00769,,0.12,0.465,140.083,edm
0.79,0.746,,0.0502,0.241,,0.316,0.538,124.971,edm
0.566,0.691,-8.907,0.0998,0.0724,0.269,0.102,0.183,127.869,edm
0.793,0.963,-2.948,0.0469,0.00103,0.869,0.131,,126.012,edm
0.564,0.746,-6.353,0.0455,0.0196,0.0,0.118,0.404,144.963,edm
0.529,0.88,-4.278,0.0584,0.000383,0.00144,0.529,0.243,127.966,edm
0.495,,-4.841,0.117,0.00205,0.892,0.35,0.0756,131.987,edm
0.587,0.882,-5.838,0.0427,0.03,0.116,0.195,0.0653,127.97,edm
0.655,,-4.614,0.0324,0.0587,,0.145,0.292,128.001,edm
,,-3.652,,0.289,,0.363,0.547,,edm
0.518,0.914,-4.853,0.0425,7.73e-05,0.709,0.609,0.154,130.197,edm
0.625,,-3.915,0.205,0.00497,0.841,0.626,0.426,129.949,edm
0.56,0.934,-2.984,0.0378,0.00457,3.11e-06,0.297,0.325,134.004,edm
0.72,0.957,,0.0735,0.00106,0.00441,0.0298,,128.007,edm
0.771,0.95,,0.036,0.0195,0.375,0.064,0.213,128.036,edm
0.671,0.937,-4.796,0.0749,,0.906,0.192,,126.061,edm
,,-4.257,,0.0104,0.763,,0.177,126.036,edm
0.494,,,0.175,0.105,0.00217,0.207,0.187,127.915,edm
0.609,0.685,-5.063,0.034,0.129,0.000146,0.234,0.276,127.984,edm
0.723,0.87,-4.96,0.0354,0.00266,3.5e-06,0.0581,0.509,127.932,edm
0.427,,-6.848,0.062,0.000108,,0.368,0.0602,127.962,edm
0.78,0.861,,0.107,0.00852,0.941,0.253,0.706,127.948,edm
0.588,0.869,-7.516,0.0589,0.00415,0.752,0.696,0.225,,edm
0.705,,-2.927,0.215,0.00933,0.00511,0.221,0.269,129.855,edm
0.829,,-3.847,0.0635,0.00378,0.00946,,0.628,127.028,edm
0.602,,-6.065,0.0688,0.00409,0.525,0.101,0.0681,,edm
0.576,0.88,-4.347,0.0685,0.018,0.436,0.329,0.151,,edm
0.618,0.974,-3.102,0.0994,0.00302,0.267,0.0634,0.112,128.028,edm
0.849,,-6.189,0.129,0.00129,0.842,0.0209,0.586,128.014,edm
0.634,0.906,-5.106,0.0492,0.0449,0.0524,0.193,,126.061,edm
0.661,0.953,,0.26,0.000668,0.166,0.304,0.335,132.173,edm
0.34,0.861,-5.088,0.0401,0.00219,0.0149,0.196,0.242,,edm
0.657,,,0.448,0.000462,,0.347,0.143,127.941,edm
0.63,0.751,,0.0453,0.000394,0.84,0.353,0.386,124.935,edm
,0.991,-3.045,0.129,0.00125,0.914,0.116,,129.964,edm
0.573,0.746,-4.894,,0.0249,0.0,0.361,0.134,130.001,edm
0.815,0.774,-5.041,0.165,0.00355,0.426,0.353,0.201,,edm
0.697,0.966,-3.396,0.119,0.000652,0.0672,,0.353,130.016,edm
0.162,,-4.422,0.0782,0.00692,0.0284,0.29,,195.041,edm
0.792,0.886,,0.0882,0.00405,0.61,0.0648,0.0985,128.017,edm
,0.991,,0.0708,0.00232,0.737,0.303,0.817,128.059,edm
0.591,0.759,,0.0404,,1.23e-06,0.108,0.235,130.043,edm
,0.994,-3.638,0.191,0.0123,,0.52,0.137,123.934,edm
0.596,,-6.228,0.03,0.000348,0.597,0.114,,,edm
0.596,,-2.864,0.108,0.00231,,0.48,0.325,,edm
0.507,0.836,,0.038,0.00892,0.000598,0.485,0.333,130.027,edm
0.708,0.976,-3.48,0.0495,0.0629,0.307,0.25,0.26,127.994,edm
0.407,0.78,-6.185,0.0373,0.00202,2.94e-06,0.302,,131.806,edm
0.851,0.868,-3.138,0.0845,0.000257,0.755,0.0336,0.571,128.009,edm
0.557,,-3.923,0.0424,0.00594,3.62e-05,0.0853,,130.029,edm
0.6,0.73,,,0.000166,0.857,0.582,0.278,128.057,edm
0.475,0.896,,0.0765,0.000332,,,,,edm
0.555,,-4.665,0.0554,0.00303,,0.186,,126.042,edm
0.59,0.888,-4.151,0.0797,0.000753,0.00535,,0.0715,128.025,edm
0.658,0.976,-1.683,0.127,0.00465,0.016,0.401,0.28,128.0,edm
0.567,0.992,-2.687,0.273,0.000465,0.00646,0.213,0.0999,128.024,edm
0.651,,-4.349,0.0697,0.000385,0.00325,0.674,0.709,128.034,edm
,0.885,-2.946,0.0658,0.00425,0.861,0.0519,0.185,128.04,edm
,0.969,,0.0448,0.00168,0.826,0.114,0.0697,127.994,edm
0.563,,,0.0518,0.0152,5.65e-05,0.697,0.171,128.064,edm
0.645,0.85,-5.952,,0.00105,0.302,0.364,0.471,,edm
0.699,,,0.0481,0.0483,0.655,0.0897,0.264,128.026,edm
0.649,0.973,,0.0882,0.000639,0.662,0.133,0.221,127.951,edm
0.649,0.99,-1.888,0.112,0.000744,,0.0626,0.208,127.964,edm
0.639,0.973,-4.644,0.107,0.00403,0.00336,0.336,0.168,130.046,edm
0.598,,-4.63,0.102,0.00171,0.664,0.186,0.198,128.013,edm
0.5,0.986,-2.197,0.322,0.00106,,0.283,0.24,127.972,edm
0.588,0.927,,0.064,0.00293,0.403,0.211,,127.946,edm
0.662,0.877,-3.592,0.0557,,0.00644,0.0775,,,edm
0.636,,-4.892,,0.000396,0.739,0.0452,,128.044,edm
,,-4.303,0.0712,0.000586,0.831,0.395,0.379,128.002,edm
0.498,,-4.366,0.0553,0.00144,0.0165,0.0789,0.0375,127.794,edm
0.187,,-1.25,0.0901,0.125,0.191,0.241,0.107,191.814,edm
0.377,0.926,-4.385,0.0683,0.00144,0.769,0.0827,0.0342,,edm
0.567,,-4.261,0.058,0.000466,3.25e-05,0.254,0.11,,edm
0.643,0.817,,0.0472,0.0164,0.00239,0.126,,128.119,edm
0.605,0.867,-4.993,0.0447,0.0102,4.99e-05,0.861,0.296,,edm
0.66,,-3.456,0.12,0.0517,0.0756,0.0382,0.507,128.007,edm
0.683,,-4.63,0.0452,0.00314,0.791,0.0724,,,edm
0.621,,-2.972,0.054,0.00258,0.859,0.0387,0.296,,edm
0.72,0.976,-2.135,,0.00107,0.0884,0.277,,,edm
0.541,0.931,-1.037,0.0676,0.00135,,0.309,,,edm
0.562,0.929,-2.899,0.0336,0.00107,0.488,0.601,0.279,,edm
0.717,0.897,-3.896,,0.00913,0.343,0.0561,0.294,,edm
,,-3.049,0.0412,0.000628,0.759,0.0718,0.0391,128.027,edm
0.568,0.914,-3.655,0.0529,0.00297,0.000102,0.223,,128.078,edm
0.398,0.906,-3.521,0.0538,0.00677,0.0111,0.372,,127.97,edm
0.345,,-2.257,0.088,0.0594,0.642,0.132,0.115,,edm
0.805,0.968,-3.909,0.227,0.00707,,0.368,0.211,,edm
0.635,0.98,-4.547,,0.00221,0.664,0.266,0.44,130.046,edm
0.639,0.907,-3.214,0.0837,0.00419,0.00535,0.366,0.468,128.055,edm
0.729,0.947,-3.103,0.0458,0.211,,0.367,0.209,,edm
0.595,0.965,-4.462,0.0407,,0.789,0.375,0.0396,127.992,edm
0.634,0.856,,0.184,0.00131,0.145,0.177,0.273,,edm
0.562,0.981,,0.0951,0.00464,0.00598,0.834,0.0567,129.945,edm
0.49,,-4.063,0.108,0.000427,0.0,0.116,,132.057,edm
0.581,,-3.595,0.0486,0.0172,0.0,0.248,,,edm
0.764,,-4.047,0.0711,0.00784,,0.0699,0.207,129.961,edm
0.602,0.901,-5.144,0.0412,0.00108,,0.144,0.0376,,edm
0.574,0.944,-1.026,0.0499,0.0232,8.1e-05,0.274,0.264,,edm
0.603,0.967,,0.128,0.00765,0.000778,0.641,0.235,127.925,edm
0.683,0.951,-2.089,0.0416,0.0222,0.436,0.245,0.288,127.939,edm
0.682,0.945,-0.952,0.0397,0.0382,0.0389,0.356,0.327,127.992,edm
0.418,,,0.0929,0.0268,0.709,0.122,0.162,138.014,edm
0.629,0.964,-2.062,0.164,0.000809,0.747,0.0685,0.223,129.987,edm
0.482,0.966,-2.265,0.0637,0.00444,0.00739,0.894,0.228,128.039,edm
0.507,0.861,-3.302,0.0938,0.00264,0.00101,0.643,0.238,127.964,edm
0.516,0.922,-3.902,0.0753,0.00759,0.809,0.0966,0.253,127.854,edm
,0.95,-5.643,0.0523,,0.718,0.115,0.462,127.941,edm
0.587,0.974,,0.129,0.000541,0.0634,0.644,0.289,128.036,edm
,,-3.098,0.131,0.123,0.0467,0.327,0.238,128.011,edm
0.609,,-3.129,0.0762,0.00551,0.564,0.0422,0.216,127.967,edm
,0.972,-3.731,0.24,0.000483,,0.0713,0.368,127.918,edm
0.539,0.865,-3.939,0.0406,0.019,,0.412,0.167,127.99,edm
0.547,0.883,-4.983,0.135,0.0283,0.00364,0.318,0.268,127.902,edm
0.686,,-4.604,0.171,0.000788,0.00247,0.2,,129.995,edm
0.608,0.888,-3.192,0.0351,0.0028,3.46e-06,0.153,,127.938,edm
0.634,0.862,-4.764,0.0977,7.23e-05,,0.155,0.493,128.149,edm
0.475,,-3.725,0.0491,0.00148,,0.269,0.189,127.965,edm
0.535,,-2.708,0.0458,0.00273,0.598,0.0944,0.195,130.007,edm
0.512,0.915,-5.377,0.136,0.00153,0.0164,0.523,,,edm
0.551,0.926,,0.062,0.00137,,0.475,0.17,,edm
0.685,0.99,-1.837,0.07,0.00671,,0.4,0.248,128.019,edm
0.572,,-2.31,0.0599,0.00134,,0.113,0.363,127.976,edm
0.585,,-2.798,,0.000153,0.852,0.0633,0.282,,edm
0.562,0.799,-5.443,0.0739,0.00382,0.00514,0.146,0.0522,127.912,edm
0.302,0.893,-4.226,0.103,0.000915,0.461,0.512,0.191,131.941,edm
0.448,,-3.162,0.0537,0.0211,2e-05,0.2,0.511,127.977,edm
0.373,0.902,-3.473,0.0617,0.00677,0.0242,0.206,0.243,129.985,edm
0.724,,,0.108,0.000398,0.315,0.331,0.18,127.983,edm
0.624,0.967,-3.721,0.0543,0.00393,,0.532,0.317,130.047,edm
0.702,0.949,-1.924,0.0554,0.0247,,0.144,,,edm
0.675,0.992,-0.533,,0.0022,,0.387,0.483,,edm
0.493,0.818,,,0.00121,,,,128.032,edm
0.692,,-5.276,0.044,0.09,0.941,0.478,0.34,,edm
0.578,0.915,,0.068,0.00706,0.775,0.489,0.186,127.933,edm
0.584,,-4.492,0.0379,0.0104,,0.175,,,edm
,0.97,-3.739,0.151,5.18e-05,0.476,0.0648,0.522,194.976,edm
0.714,0.984,-4.124,,0.00276,0.00783,0.0917,0.409,128.004,edm
0.776,0.717,-4.01,0.0719,0.000656,0.0955,0.0573,,127.997,edm
0.605,0.964,-4.713,0.033,0.00016,,0.858,,127.93,edm
0.628,,,0.0921,0.001,0.527,0.238,0.357,130.019,edm
0.801,,-10.872,0.0425,9.26e-05,0.00699,0.125,0.644,119.989,edm
0.584,,-6.605,0.0356,0.426,0.0,0.101,0.374,117.817,edm
0.88,,-4.258,0.0874,0.177,6.43e-05,0.106,0.884,117.948,edm
0.74,,,0.0367,0.0174,0.0,0.138,0.689,,edm
0.706,0.524,,0.026,0.127,0.00129,0.109,,111.991,edm
0.84,,-3.333,0.0887,0.0728,0.0188,0.112,0.494,111.993,edm
0.503,,-3.634,0.0424,0.264,5.85e-05,0.297,0.597,116.524,edm
0.82,0.801,,0.134,0.0844,3.17e-05,0.342,0.512,120.097,edm
0.678,0.99,-5.439,0.0425,0.000428,0.88,0.0747,,,edm
,0.7,,0.0397,0.406,0.0,0.174,0.637,120.03,edm
